content,score,app,content_clean
aplikasi mengambil uang rakyat kecil 😂😂 berkali-kali suruh beli nomor yg belum terdaftar tapi hasilnya sama gak bisa login.. orang mau masuk akun premium karena ada saldo nya butuh uang. malah di suruh ngeluarin uang udah gitu sama ajah lagi gak bisa login,5,dana,ambil uang rakyat kecil berkalikali suruh beli nomor daftar hasil sama login orang masuk akun premium saldo butuh uang malah suruh ngeluarin uang gitu sama ajah login
sengaja biar di lihat sekarang dana kalah sama gopay dan shopee pay bosss loading lama amat nunggu 1 abad baru muncul tampilan dan Transaksi pun leg leg dan keluar sendiri setelah di Update update bukan e baik malah ancurrr Thx,5,dana,sengaja biar lihat sekarang kalah sama shope load lama tunggu abad baru muncul tampil transaksi keluar sendiri update update bukan baik malah ancur
mau coba dulu,5,dana,coba
sempurna,4,dana,sempurna
bagus,5,dana,bagus
aplikasi bagus,5,dana,bagus
ok,5,dana,
Sya Sangat Dan Merasa Senang Sekali Memakai Dana Premium,5,dana,sangat rasa senang sekali pakai premium
selalu error kalau mau bayar. terlalu sering. tolong dong dana gausa kebanyakan fitur. fitur utamanya untuk pembayaran aja error terus.,1,dana,selalu error kalau bayar terlalu sering gausa banyak fitur fitur utama bayar error terus
saya tidak bisa memverifikasi perangkat terpercaya,3,dana,verifikasi perangkat percaya
bang saldoku hilang pas masukkan nmor tbtb berkurang satu nomorny sendiri ini gimana si,1,dana,bang saldo hilang masuk nmor tbtb kurang satu nomorny sendiri
apalah saya tidak melakukan transaksi kok dana saya kepotong saldona kecewa banget saya,1,dana,apa laku transaksi potong saldona kecewa banget
"saya sangat kecewa saldo saya gk bisa di refund, saya top up saldo etol kemarin dulu sampai 200rb rupiah gk masuk sama sekali dan sampai sekarang gk bisa di refund parah banget.",1,dana,sangat kecewa saldo refund saldo etol kemarin rupiah masuk sama sekali sekarang refund parah banget
kerennnn,4,dana,keren
bagus deh,5,dana,bagus
"Parah dana, saya ga bermasalah dan ga pernah melanggar katanya buat judi online, sehingga akun diblokir / dibekukan, sedangkan masih ada saldo yang lumayan buat orang kaya kita,, tapi saldo ga bisa digunakan sama sekali. DANA ga berintegritas Djacuuuuukkk",1,dana,parah masalah pernah langgar kata buat judi online akun blokir beku saldo lumayan buat orang kaya saldo guna sama sekali integritas djacuuuuuk
"saya transfer ke bank malah dipending Ama dana udah ampir 3 hari masih dipending mana ke adaan nya saya lagi butuh banget lagii ,tolong segera diperbaiki dipercepat atas nama saya, diriwayat dana udah di acc eh giliran nanya ke penerima nya ,dana nya belom sampai gimna inii uang saya 295 RB masih belom sampe ke sayaa ,saya cuman minta refund aja dimohon tanggung jawab nya ,saya akan kasih bintang 5 kali refund uang saya kembali",1,dana,transfer bank malah pending ampir hari pending ada butuh banget segera baik cepat atas nama riwayat gilir tanya terima gimna uang sampai cuman minta refund mohon tanggung jawab kasih bintang sering refund uang
bagus,5,dana,bagus
bagis banget,5,dana,bagis banget
"pihak dana penipu, kerja sama dengan merchant"" penipu, nunggu pengembalian dana aja sampai 1-2 bulan, me Untung pihak penipu seperti merchant"" game enggak membayar. pas di adukan enggak ada solusi dari pihak dana.. sungguh kecewa",1,dana,pihak tipu kerja sama merchant tipu tunggu kembali bulan untung pihak tipu merchant game enggak bayar adu enggak solusi pihak sungguh kecewa
bagus,4,dana,bagus
bagus sangat membantu dan sangat mudah di gunakan .,5,dana,bagus sangat bantu sangat mudah guna
bagus,5,dana,bagus
tolong bantuan nya untuk saya upgrade ke dana premium saldo saya sudah 1juta tapi tidak bisa di transfer karna belum upgrade,5,dana,bantu upgrade premium saldo juta transfer upgrade
sangat baik,5,dana,sangat baik
Ok,5,dana,
okeyyy,4,dana,bagus
bagus,5,dana,bagus
sangat membantu untuk yg tidak punya rekening Bank,5,dana,sangat bantu punya rekening bank
"sumpah gw gk bohong, bneran, asli .awalnya mau liburan, tgl 25 desember 2025 kmren isi e tol sebesar 300.000 lewat aplikasi ini, saldo ke potong tapi e tol nya kaga masuk, tp pake aplikasi yg laen langsung masuk, kynya aplikasi ini gk cocok buat gw. delete aja dari pada jd korban lagi.. nyesek nyesek nyesek. sumpah nyesek",1,dana,sumpah bohong bneran asli awal libur desember kmren besar lewat saldo potong kaga masuk pakai laen cepat masuk kynya cocok buat delete korban nyesek nyesek nyesek sumpah nyesek
"kok aplikasi ini di perangkat saya tidak bisa di buka ya, setelah saya download aplikasi ini dan saat saya mau masuk langsung dikeluarkan paksa oleh aplikasi ini..",2,dana,perangkat buka download masuk cepat keluar paksa
bagus,5,dana,bagus
"mohon untuk pihak DANA menghapus kode OTP cukup dengan scan wajah banyak keluhan terhadap ini, karna banyak nomor hp yang mati",3,dana,mohon pihak hapus kode cukup scan wajah banyak keluh banyak nomor mati
bagus,5,dana,bagus
bagus,5,dana,bagus
Bagus,5,dana,bagus
gimana ya takut banget uang nya hilang karena ga bisa di upgrade dan ga bisa tf gabisa tarik tunai juga ini gimana ya sengaja ngasih bintang 5 supaya lebih di upgrade lagi sama pihak dana nya karena bikin pengguna pusing dan panik,5,dana,takut banget uang hilang upgrade tarik tunai sengaja ngasih bintang lebih upgrade sama pihak buat guna pusing panik
sangat bagus aplikasinya,5,dana,sangat bagus aplikasi
saya menikmati,5,dana,nikmat
selama ini sih puasa pakai apk dana,5,dana,lama puasa pakai
"min tau tanya ini kenapa ya, mau isi token listrik tapi bacaan nya stock habis, mohon bantuan nya",5,dana,tanya token listrik baca stock habis mohon bantu
Senang banget bergabung Dengan mereka,5,dana,senang banget gabung
pokoknya keren deh,5,dana,pokok keren
canggih,5,dana,canggih
aku dari kemarin udah upgrade ke premium tulisannya juga hore berhasil upgrade tapi dipake buat bayar dan tf tf itu gabisa katanya harus upgrade dulu ke premium.. sampe sekarang masih gabisa gajelas banget ini mana udah ada saldo gimana kalo kayak gini lagi butuh uangnya,1,dana,kemarin upgrade premium tulis hore hasil upgrade dipake buat bayar kata upgrade premium sampai sekarang jelas banget saldo kalo kayak gin butuh uang
kenapa tidak ada dana cicil yahh padahal sering transaksi,5,dana,cicil sering transaksi
"jangan pada pake dana gais. saldo bisa tiba2 ilang gitu ajaa, gampang banget dihack. tapi laapor ke cs nya ga ada tindakan apa2 KECEWA pokoknya. pdhl udh bertaun2 percaya sama dana",1,dana,jangan pakai gais saldo tiba hilang gitu gampang banget dihack laapor customer service tindak kecewa pokok pdhl taun percaya sama
Bagus,5,dana,bagus
mntap,5,dana,bagus
tidak bisa masuk dana nya kembali teruss seperti d awal,1,dana,masuk terus awal
aktif kan dana cicil saya,5,dana,aktif cicil
"Is The good Jangan Pernah Ragu, walaupun kirim ke Bank Konvensional, ada administrasi uang yang harus dibayarkan",5,dana,good jangan pernah ragu walaupun kirim bank konvensional administrasi uang bayar
sangat membantu dan mudah dalam melakukan transaksi tanpa ada kendala,5,dana,sangat bantu mudah laku transaksi kendala
bagus kok,4,dana,bagus
bagus,5,dana,bagus
baik,5,dana,baik
banyakin voucher game donk atau dana poin bisa di tuker vocher game atau wdp gratis gtu kan bagus ya,5,dana,banyak voucher game donk poin tuker vocher game gratis bagus
aplikasinya mantap cuman fitur dana cicilnya perlu di tingkatkan lagi,5,dana,aplikasi bagus cuman fitur cicil perlu tingkat
"aku kasi 4 dulu de, ntar ku. tambahin",4,dana,kasi ntar tambahin
"Kenapa Bisa Gampang kebajak atau ke Hack Aplikasi DANA ini oleh pihak lain. Dibuka udah gak bisa lagi,,hanya Bolak balik kembali terus dan gak bisa masuk ke Akun DANA nya",2,dana,gampang bajak hack pihak buka lagihanya bolak balik terus masuk akun
gatau Kana dana setiap top up selalu kepotong terus tiap detik,5,dana,gatau kana selalu potong terus tiap detik
ok,5,dana,
semangat,5,dana,semangat
sangat cocok digunakan,5,dana,sangat cocok guna
sangat nyaman,5,dana,sangat aman
bagus,5,dana,bagus
hp jadul hp kluaran 2021 hp ny sudah ga BS dipke najis otw dah ganti aplikasi,1,dana,jadul kluaran dipke najis ganti
"kenapa pas mau upgrade ke dana premium,selalu stuck setelah verifikasi foto KTP",1,dana,upgrade premiumselalu stuck verifikasi foto
ajg balikin duit gw udh di coba tf kesana kesini kena limit batas transaksi udh nunggu 3 bulan lebih msih gabisa mau pake duitnya gbisa nyangkut terus dh saran gw jan download ini apk banyak bugnya,1,dana,balikin uang coba kesana kesini kena limit batas transaksi tunggu bulan lebih msih pakai duit gbisa nyangkut terus saran download banyak bugnya
kalau mau buat akun baru harus masukin kode pin😤 tidak ada kode otp ku beri Bintang 1,1,dana,kalau buat akun baru masuk kode kode beri bintang
"Jujur selama saya pakai Dana tidak ada mendapatkan keuntungan apa2 uang di dalam jutaan-puluhan juta tapi tidak ada mendapatkan bunga sedikitpun tidak seperti yang lain, yang ada malah biaya transfer makin mahal. maka dari itu semenjak hari ini saya berhenti memakai aplikasi ini..",2,dana,jujur lama pakai dapat untung uang jutaanpuluhan juta dapat bunga sedikit malah biaya transfer makin mahal semenjak hari henti pakai
dana cicici ko g bisa di gunakan tiap hri transaksi,4,dana,cicici guna tiap transaksi
mantap,5,dana,bagus
dana emang mantap... transaksi lancar.... pokoknya paling top dah .saya sangat menyukainya buat transaksi .sukses selalu dana qu......,5,dana,memang bagus transaksi lancar pokok paling sangat suka buat transaksi sukses selalu
hilang uang secara tiba tiba,1,dana,hilang uang tiba tiba
baik,5,dana,baik
mantap,5,dana,bagus
"kak dana saya kok ga bisa login masuk yaa , apakah masih pembaruan sistim atau gimana , ada tulisan eror terus",4,dana,login masuk baru sistim tulis error terus
bagus..,5,dana,bagus
mantap,5,dana,bagus
sangat baik,5,dana,sangat baik
"Saya Suka Dana , Karena Keamanannya Sudah Terjamin Dan fiturnya Lengkap",5,dana,suka aman jamin fitur lengkap
sangat puas smua transaksi lancar dan aman,5,dana,sangat puas smua transaksi lancar aman
keren,4,dana,keren
bagus,3,dana,bagus
"setelah aplikasi di update, tidak bisa scan QR dan setiap di scan selalu gagal gimana ini solusinya",3,dana,update scan scan selalu gagal solusi
jaringan nyaa sangt2 lelt,1,dana,jaring sangt lelt
sangat menjanjikan,5,dana,sangat janji
"Selama menggunakan aplikasi ini, belum pernah nemu kendala, untuk sekarang puas sama pelayanan yang ada di apk ini. Berharap untuk kedepannya aplikasi ini terus meningkat pelayanannya, dari segi keamanannya dan fitur-fitur yang ada.",5,dana,lama pernah nemu kendala sekarang puas sama layan harap depan terus tingkat layan segi aman fiturfitur
in kenapa sih dana selalu error kalo mau kirim uang kesel dah selalu bilang coba lagi nanti udah tiga hari lo ga bisa me kirim tolong dong di perbaiki,5,dana,selalu error kalo kirim uang kesel selalu bilang coba tiga hari kirim baik
sangat bagus apk ini,5,dana,sangat bagus
bagus aku suka,5,dana,bagus suka
"sengaja di beri bintang 5 supaya dibaca. saya Udah topup saldo tapi ngak nambah2, terus mau transaksi ngak bisa dari kemarin jadi repot ini",5,dana,sengaja beri bintang baca saldo nambah terus transaksi kemarin jadi repot
min tolong min kenapa saya gak bisa paksi dana cicil,5,dana,paksi cicil
sangat baik👍😇,5,dana,sangat baik
"makin kesini makin kurang nyaman sama potongan biaya top up 1.500, harusnya langsung dikenakan saja pas transaksi top up, jangan potong saldo. :)",1,dana,makin kesini makin kurang aman sama potong biaya harus cepat kena transaksi jangan potong saldo
malas,5,dana,malas
emng klo bayar qris merchant dana kena biaya ya ? masa setiap bayar ke qris bacaan merchant menggunakan dana kena biaya 500-1000,1,dana,emng bayar qris merchant kena biaya masa bayar qris baca merchant kena biaya
bagus jugk,4,dana,bagus jugk
GK bisa buka dana cicil nya padahal udh ada fitur nya. gimna sih perbaiki dong,5,dana,buka cicil fitur gimna baik
mantap,5,dana,bagus
"Saya kecewa dengan apk dana, orang lain sudah banyak fitur2 baru seperti dana cicil, tapi saya yg sudah lma menggunakan apk dana tidak ada fitur2 seperti itu di dana saya, tolong perbaiki",3,dana,kecewa orang banyak fitur baru cicil fitur baik
Aplikasi nya membantu..cm di hp oppo f1f saya gak bisa login,5,dana,membantucm oppo login
terlalu notifikasi play store utk minta rating,1,dana,terlalu notifikasi play store minta rating
tlong dongs knpaa akun saya gak ada dana pinjam,5,dana,tlong dongs knpa akun pinjam
kenapa tetep Gak bisa masuk akun saya ke dana segala cara di pakai biar bisa masuk lagi akun tetap gak bisa tolong donk gimana sih ini,2,dana,masuk akun segala cara pakai biar masuk akun tetap donk
bagis,5,dana,bagis
bagus dan mudah,5,dana,bagus mudah
bagus,5,dana,bagus
sudah aktif,5,dana,aktif
sangat bermanfaat,5,dana,sangat manfaat
tenaga kerja sebagai driver,5,dana,tenaga kerja driver
sangat membantu,5,dana,sangat bantu
makin Parah ...cek detail kagak pernah keluar...MUTAR MUTER...KAGAK JELAS......APLIKASI BIKIN EMOSI ben HARI,1,dana,makin parah detail kagak pernah keluarmutar muterkagak jelasaplikasi buat emosi hari
mantul bgt,5,dana,bagus banget
Dengan adanya apk.Dana TF jadi lebih mudah dan gratis biaya TF,5,dana,ada apkdana jadi lebih mudah gratis biaya
saya ingin mempunyai dana cicil,5,dana,punya cicil
tolong proses kan dana instan Saya,5,dana,proses instan
👍,5,dana,
bermanfaat transaksi lebih mudah,5,dana,manfaat transaksi lebih mudah
terbaik,5,dana,baik
"ini app kacau banget yg belum install jangan deh, skrg udah ga bisa diinstal ulang dan saldo saya sebelumnya tidak bisa digunakan dengan alasan transaksi melebihi batas, smp sekarang blum bisa install, ini aoo scam atau apa sih? tolong diperhatikan woi, jangan merugikan rakyat !!!",5,dana,kacau banget instal jangan skrg diinstal ulang saldo belum guna alas transaksi lebih batas sekarang blum instal scam perhati jangan rugi rakyat
halo ka kenapa dana cicil saya limit ya sudah ada tetapi tidak bisa digunakan sedangkan saya sudah tidak ada tugakan saat beli pulsa megunakan fitur dana cicil tidak bisa atau.fitur bayar SEDANG TIDAK ADA. tolong di bantu di proses udah 6 bulan saya nugu fitur ya aktif kembali sampe saat ini masih blum bisa di gunakan. tolong di respon dan di acc,5,dana,halo cicil limit guna tugakan beli pulsa megunakan fitur cicil ataufitur bayar sedang bantu proses bulan nugu fitur aktif sampai blum guna respon
"sangat membantu sekali dalam bertransaksi, tetapi saya tidak bisa melihat bukti laporan transaksi",5,dana,sangat bantu sekali transaksi lihat bukti lapor transaksi
sangat puas,5,dana,sangat puas
info saldo gratis,5,dana,info saldo gratis
oke,5,dana,
mudah digunakan dan sangat praktis,5,dana,mudah guna sangat praktis
gratisin lagi dong via alfamart kok ada biaya admin lah gk enak dana sekarang jelek banget enak aplikasi tetangga,4,dana,gratisin alfamart biaya admin enak sekarang jelek banget enak tetangga
sangat baik,5,dana,sangat baik
sangar amanah,5,dana,sangar amanah
tlg dbntu fitur dana instan di.aplikasi dana sy kok GK ad,5,dana,dbntu fitur instan aplikasi
Alhamdulillah memudah kan saya membayar apa saja,5,dana,alhamdulillah mudah bayar
sangat bagus untuk menyimpan uang,5,dana,sangat bagus simpan uang
kenapa limit dana cicil tidak bisa di gunakan,2,dana,limit cicil guna
aplikasi yang sudah tidak aman lagi. mudah diheker. sampe uang hilang segala. baru aja uang 1jtaan lebih bisa hilang. akun dana log out. macam apa ini keamananya sudah tidak terjamin. males bngt aku,1,dana,aman mudah diheker sampai uang hilang segala baru uang jtaan lebih hilang akun macam keamananya jamin males bngt
bagus,5,dana,bagus
good job 😇,5,dana,good
mengaktivasi danacicil,5,dana,mengaktivasi danacicil
bagus banget.. tapi sayang nya saldi di dana goals kasual ngk bisa di tarik,5,dana,bagus banget sayang saldi goals kasual tarik
apk bagus sangat membantu,5,dana,bagus sangat bantu
akun dana ini nggak jelas.. kawan lain nya muncul.. DANA CICIL nya..ko kenapa aku saya ngak muncul..,3,dana,akun jelas kawan muncul cicil nyako muncul
"aplikasi gak jelas,sering nge bug.mau beli token listrik selalu stock habis.Mending pakai aplikasi lain.gak jelas ne aplikasi",1,dana,jelassering bugmau beli token listrik selalu stock habismending pakai laingak jelas
bagus,5,dana,bagus
dana cicil saya tidak muncul,5,dana,cicil muncul
lemih mudah,5,dana,lemih mudah
sangat baik,4,dana,sangat baik
baguss,5,dana,bagus
sangat membantu,5,dana,sangat bantu
sangat membantu,4,dana,sangat bantu
lancar,5,dana,lancar
minjam uang lewat dana,5,dana,minjam uang lewat
dana ga jelas masa duit tiap hari kepotong ga jelass duit ilang trus di dana,1,dana,jelas masa uang tiap hari potong jelas uang hilang
apk nya berat,5,dana,berat
bagus,5,dana,bagus
aplikasi gak jelas masa tf ke bank saldo macet dan gak balik,1,dana,jelas masa bank saldo macet balik
kenapa di akun dana saya tidak ada dana cicil? padahal sudah premium,5,dana,akun cicil premium
👍,5,dana,
"Kok punya saya gk ada fitur dana cicil ya, padahal pengguna lama n udah premium. apa harus punya dana bisnis?",3,dana,punya fitur cicil guna lama premium punya bisnis
ok,5,dana,
kenapa dana cicil saya tidak tersedia gak bisa di pakek,4,dana,cicil sedia pakai
bagus,5,dana,bagus
luar biasa transfer mudah dan cepat 👍👍👍,5,dana,luar biasa transfer mudah cepat
nomer gw tidak aktif mau ganti malah di suruh foto minimal 20mb aplikasih paa ini,1,dana,nomor aktif ganti malah suruh foto minimal aplikasih
sekira nya kalo ngasih fitur dana cicil yang ikhlas dong kalo ga bisa di pake mending buang aja daripada di munculin tapi ga bisa di gunain Limitnya!!! mending hapus kalo sekira nya gabisa di pake Limitnya!!! sampah aja,4,dana,sekira kalo ngasih fitur cicil ikhlas kalo pakai mending buang munculin gunain limit mending hapus kalo sekira pakai limit sampah
"tolong bantuannya kak saya udah bisa login TPI kok saldo di rekening saya berkurang parah banget ,tolong bantuannya kak",5,dana,bantu login saldo rekening kurang parah banget bantu
Sangat bagus,5,dana,sangat bagus
tidak dapat mengakses akun dana karena no yg terdaftar sudah tidak aktif.. payah dana,5,dana,akses akun daftar aktif payah
makasi Dana,3,dana,makas
ok,5,dana,
sangat berguna banget aplikasi DANA ini puas banget aku sama aplikasi satu ini. makasih kak udah sering bantu?,5,dana,sangat guna banget puas banget sama satu makasih sering bantu
"aplikasi yang sangat bagus,mempermudah transaksi dimana pun dan kapan pun,pokonya good lah👍🏼",5,dana,sangat bagusmempermudah transaksi kapan punpokonya good
sangat baik dan cepat aman di guna untuk menabung,5,dana,sangat baik cepat aman tabung
mantap,5,dana,bagus
bagus,4,dana,bagus
sangat membantu,5,dana,sangat bantu
keren,5,dana,keren
membantu dengan sangat mudah,5,dana,bantu sangat mudah
mantap,5,dana,bagus
"terima transfer pun kena potongan 1000 rupiah, gilaaa....semakin parah kalau aplikasi dana ini di pakai buat transaksi pembayaran, setiap yang bayar dari dana ke dana, di potong 100 rp sekarang mah, transaksi jadi tidak sah menurut ajaran islam, karena pembayaran tidak sesuai transaksi pembelian..",1,dana,terima transfer kena potong rupiah gilaaasemakin parah kalau pakai buat transaksi bayar bayar potong sekarang transaksi jadi ajar islam bayar sesuai transaksi beli
sangat memuaskan,5,dana,sangat puas
padahal pengguna dana sudah lama tapi fitur dana cicil belum ada juga di akun dana saya,1,dana,guna lama fitur cicil akun
Fitur mantep pokoknya,5,dana,fitur mantep pokok
sangat memuaskan hati,5,dana,sangat puas hati
"Balekan akun ku woy. Pelayanan lambat, akun ku ga bisa dibuka data udah dikirim semua. Balekan akun ku",1,dana,balekan akun layan lambat akun buka data kirim semua balekan akun
"saya tiap hari pakai dana dan saya tidak pernah dapat dana cicil, app tidak bagus bagus di hapus ni app ya ,",1,dana,tiap hari pakai pernah cicil bagus bagus hapus
terbaik ☺️,5,dana,baik
trmksh sudah banyak membantu saya,5,dana,trmksh banyak bantu
"aplikasi dana ini tidak kalah bagus dari aplikasi transfer uang lainnya, dimn proses yang begitu cepat dan aman walaupun terkadang ada gangguan tapi cuman sebentar",5,dana,kalah bagus transfer uang lain dimn proses cepat aman walaupun kadang ganggu cuman sebentar
mantap,5,dana,bagus
keren,5,dana,keren
mantap 👍🏻👍🏻,5,dana,bagus
banyak bug kayak aplikasi gak ke urus !!!!,1,dana,banyak kayak urus
sengaja kasi bintang5 karna akun yang pake nomor lama saya ada uang 190k dan saya ingin mengubah akun lama ke akun baru karna nomor lama hilang dari pihak dana terlalu lama merespon uang gak bisa di tarik dari akun lama ke akun yang baru tolong dari pihak dana kembalikan uang saya 190k mungkin bagi anda itu kecil tapi bagi saya itu berharga,5,dana,sengaja kasi bintang akun pakai nomor lama uang ubah akun lama akun baru nomor lama hilang pihak terlalu lama merespon uang tarik akun lama akun baru pihak kembali uang mungkin kecil harga
"mntap dan terpercaya,,dana cicil lllllll",5,dana,bagus terpercayadana cicil
ok,5,dana,
"Tidak Dapat Login Di Handphone Ram2Gb(Redmi4X), Setiap Memasukkan Nomor Handphone Selalu Kembali Ke Menu Input Nomor Lagi,Mohon Di Perbaiki Lagi.",1,dana,login handphone ramgbredmix masuk nomor handphone selalu menu input nomor lagimohon baik
sangat bagus,5,dana,sangat bagus
"mohon maaf saya kasih ranting1 soalnya fitur dana cicil saya nggak berlaku padahal masih ada limit 100k, mohon di bantu dengan kendala saya, udah aku cht diana di apk tapi tetap nggak bisa",1,dana,mohon maaf kasih ranting soal fitur cicil laku limit mohon bantu kendala ana tetap
tidak bisa pakai dana cicil,4,dana,pakai cicil
dana cicil tidak berfungsi,5,dana,cicil fungsi
mantap,5,dana,bagus
membantu,5,dana,bantu
tolong buka untuk dana cicil. atau pinjamannya,5,dana,buka cicil pinjam
wow keren,5,dana,keren
aman sekali dan terbaik,5,dana,aman sekali baik
bikin qrissusah ny gampangan di apl sebelah.. udah toko jualan ga bisa konter masih ga bisa,1,dana,buat qrissusah gampang belah toko jual konter
bagus,5,dana,bagus
mantap,5,dana,bagus
Dana cicil aktif,5,dana,cicil aktif
"saldo dana saya tiba tiba kesedot oleh tiktok bagaimana caranya agar dana saya kembali,ga ikhlas ga rido",4,dana,saldo tiba tiba sedot tiktok cara kembaliga ikhlas rido
good,5,dana,good
oke,5,dana,
sangat membantu,5,dana,sangat bantu
"saya belum mendapatkan fitur dana cicil,,tolong bantuannya biar saya punya fitur dana cicil",5,dana,dapat fitur ciciltolong bantu biar punya fitur cicil
saya ingin dana pinjama,1,dana,pinjama
udah limit cuma 100 rb.. GA GUNA PULA.. GA USAH NGASIH LIMIT KLO CUMA BUAT HIASAN DOANG..,2,dana,limit cuma usah ngasih limit cuma buat hias doang
Ok sangat membantu,5,dana,sangat bantu
punya ku knp GK ada dana cicil Ny padahal sering transaksi gmna ini,4,dana,punya cicil sering transaksi
bagus lancar gak nunggu lama,4,dana,bagus lancar tunggu lama
ok,5,dana,
"bikin nyesal karna kode otp bikin sulit karna no HP daho nya hilang jDi gx bisa log in seakan di akun dana masih ada saldo , dana bikin kecewa",1,dana,buat nyesal kode buat sulit daho hilang akan akun saldo buat kecewa
"saya kasi bintang 1 karna saya sangat kecewa atas ketiidaknyamananya karna saldo saya tiba"" kepotong karna transaksi padahal saya tidak melakukan transaksi dan sya tidak tau apakah bisa saldo saya kembali atau tidak .",1,dana,kasi bintang sangat kecewa atas ketiidaknyamananya saldo tiba potong transaksi laku transaksi saldo
nice,5,dana,nice
"kenapa akun saya gak bertambah saldo y,padahal temen saya udh kirim uang jumlah y 550 ribu dgn statua berhasil,tetapi di saldo dana saya mlh gk bertambah dan tidak ada notivikasih y,chat castemer sdh diana sudah tapi masih aja gk bertambah udh 4 hari ini gk masuk saldo y",1,dana,akun tambah saldo temen kirim uang jumlah ribu statua berhasiltetapi saldo tambah notivikasih chat castemer ana tambah hari masuk saldo
sangat membantu👌👌👍👍,5,dana,sangat bantu
Dana cicil saya tidak ada fitu nya aneh sedangkan di akun lain ada,1,dana,cicil fitu aneh akun
cepat dan ok,5,dana,cepat
saya puwas dgn aplikasi,5,dana,puwas
good,5,dana,good
baguss,5,dana,bagus
bagus,5,dana,bagus
sangan bagus dan praktis,5,dana,sangan bagus praktis
buang jauh2 aplikasi busuk..gw pengguna lama.buat apa ada cs di aplikasi..stiap pengaduan tidak pernah bisa..hanya bulak balik saja..cs terbusuk,1,dana,buang jauh busukgw guna lamabuat customer service aplikasistiap adu pernah bisahanya bulak balik sajacs busuk
aplikasi pengamanan yang kurang tertib uang ku sering hilang aplikasi tidak bertanggung jawab,1,dana,aman kurang tertib uang sering hilang tanggung jawab
ok,5,dana,
bagus sekali,5,dana,bagus sekali
apk sangat mendukung,5,dana,sangat dukung
"lancar tapi gak ada dana cicil ,,😁😁😁😁",3,dana,lancar cicil
saya sangat tertarik,5,dana,sangat tarik
sangat bagus,4,dana,sangat bagus
mantap,5,dana,bagus
agak kecewa akun saya tidak bisa pakai dana cicil padahal akun premium,3,dana,kecewa akun pakai cicil akun premium
cepet,5,dana,cepet
sangat bagus,4,dana,sangat bagus
aplikasi ini benar benar sangat membantu,5,dana,benar benar sangat bantu
bagus,5,dana,bagus
sangat mantap,5,dana,sangat bagus
sangat mempermudah dan membantu urusan keuangan,5,dana,sangat mudah bantu urus uang
sangat membantu dalam proses dompet buat transaksi pembayaran,5,dana,sangat bantu proses dompet buat transaksi bayar
"susah mw tutup akun satunya, saya mau pakai data di no baru mau tutup akun no lama karna kartu sudah gak ada",1,dana,susah tutup akun satu pakai data baru tutup akun lama kartu
dana cicil saya tidak ada,2,dana,cicil
"pakai apk DANa sudah lama dan setiap pengeluaran di akumulasikan 1 bulan itu bisa sampai 10jt tetapi sampai detik ini hari ini blm ada fitur dana cicil maupun dana instan ,,,pakai dana saya sudah 5 tahunan",1,dana,pakai lama keluar akumulasi bulan detik hari fitur cicil maupun instan pakai tahun
Bagus,3,dana,bagus
siipppp,5,dana,siip
selamat,5,dana,selamat
membantu banget,5,dana,bantu banget
"sengaja aku kasih bintang 5 ,saya kecewa apk dana saya padahal sudah lama sekali,kenapa gk ada payleter nya",5,dana,sengaja kasih bintang kecewa lama sekalikenapa payleter
"gimana ini saldo saya tidak kembali,",2,dana,saldo
"mantap, cepat dan sangat praktis.. 🤝👍",5,dana,bagus cepat sangat praktis
keren,5,dana,keren
bagus banget,5,dana,bagus banget
puas,5,dana,puas
woyyy pepeq ini kenapa gak bisa chek in harian. jadi gak bisa ikut event babi emang nih dev,1,dana,pepeq chek hari jadi ikut event babi memang
ok,5,dana,
"masih heran dan kepikiran, kenapa si akunku dana cicil tidak ada ya, padahal sudah update berkali kali",5,dana,heran pikir akun cicil update kali sering
Jos,5,dana,
"saya kasih bintang 5 buat transaksi ok cepat dll,, tapi fikturnya susah di buka udh update gak bisa di buka terus..",5,dana,kasih bintang buat transaksi cepat fikturnya susah buka update buka terus
sangat membantu sekali,5,dana,sangat bantu sekali
"saya dari dulu selalu menggunakan dompet digital dari DANA selain proses transaksinya cpt dan simpel dan juga mudah di pergunakan,,harapan saya semoga apk DANA bisa semakin sukses dan jaya selalu🤲🥰",5,dana,selalu dompet digital proses transaksi simpel mudah pergunakanharapan moga makin sukses jaya selalu
sangat baguss,5,dana,sangat bagus
istimewa,5,dana,istimewa
mantap,5,dana,bagus
"cepat,akurat",5,dana,cepatakurat
saya mau pakai dana instan,5,dana,pakai instan
lumayan sangat membantu,5,dana,lumayan sangat bantu
good buat melakukan berbagai kebutuhan transaksi,5,dana,good buat laku bagai butuh transaksi
saya tidak bs kirim uang,4,dana,kirim uang
pengen bisa dana cicil,5,dana,ken cicil
sengaja ngasih bintang 5 semoga dana cicil saya segera bisa di aktifkan,5,dana,sengaja ngasih bintang moga cicil segera aktif
Menyusahkan apabila dipaksa perbarui data secara mendadak dan aplikasi tidak bisa digunakan jika belum update data. Sedangkan pengisian dana tetap berhasil.,1,dana,susah apabila paksa baru data dadak guna update data isi tetap hasil
Mantap,5,dana,bagus
bagus,5,dana,bagus
bagus,3,dana,bagus
sangat puas,5,dana,sangat puas
